ID,projects,# of commit,UTC of create,UTC of last modify,# of stars,# of issues,# of forks,# of releases,# of Contributors,# of requests,about,commit url,UTC of buggy commit,UTC of fix commit,start line,end line,defect method,change lines,resource types,root causes,fixed approaches,patch correction,standard libraries,third-party libraries,is interprocedural,key variable name,key variable location,key variable attribute,defect file hash,fix file hash,defect file url,fix file url
670,liferay/liferay-portal,726240,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,1980,78,3502,111,341,78,"Liferay Portal is produced by the worldwide Liferay engineering team, and involves many hours of development, testing, writing documentation, and working with the wider Liferay community of customers, partners, and open source developers. We are glad you have chosen Liferay Portal, and hope that it meets or exceeds your expectations!",https://github.com/liferay/liferay-portal/commit/c17670821d94a05913529666ddb87a7fba42dddf,2020-08-18T01:47:45Z,2020-08-26T16:19:51Z,46,71,modules/apps/change-tracking/change-tracking-web/src/main/java/com/liferay/change/tracking/web/internal/portlet/action/SaveSessionStateMVCResourceCommand.java:doServeResource,"modules/apps/change-tracking/change-tracking-web/src/main/java/com/liferay/change/tracking/web/internal/portlet/action/SaveSessionStateMVCResourceCommand.java@@ -47,18 +48,16 @@",file,noCloseEPath,try-with,no,java.io.BufferedReader,,no,bufferedReader,modules/apps/change-tracking/change-tracking-web/src/main/java/com/liferay/change/tracking/web/internal/portlet/action/SaveSessionStateMVCResourceCommand.java:54,local variable,0a804280d6454c76633d133c6116f481b10ae30f0cb675c3f1b4200bb60475b4,46bdc2f2ecf7a3d8de67f68658a4cd1b47c623c8e7f934921e7eb8bfeb2d8d12,https://raw.githubusercontent.com/liferay/liferay-portal/83c9c28cdf0b709e31460c1334042f11067bdcbe/modules/apps/change-tracking/change-tracking-web/src/main/java/com/liferay/change/tracking/web/internal/portlet/action/SaveSessionStateMVCResourceCommand.java,https://raw.githubusercontent.com/liferay/liferay-portal/c17670821d94a05913529666ddb87a7fba42dddf/modules/apps/change-tracking/change-tracking-web/src/main/java/com/liferay/change/tracking/web/internal/portlet/action/SaveSessionStateMVCResourceCommand.java
671,liferay/liferay-portal,726240,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,1980,78,3502,111,341,78,"Liferay Portal is produced by the worldwide Liferay engineering team, and involves many hours of development, testing, writing documentation, and working with the wider Liferay community of customers, partners, and open source developers. We are glad you have chosen Liferay Portal, and hope that it meets or exceeds your expectations!",https://github.com/liferay/liferay-portal/commit/c1ccea79a72d11cacdd69cf68367b582c16d35c5,2018-04-24T18:13:28Z,2018-04-24T18:14:42Z,83,119,modules/apps/portal/portal-upgrade-impl/src/main/java/com/liferay/portal/upgrade/internal/executor/UpgradeExecutor.java:executeUpgradeInfos,"modules/apps/portal/portal-upgrade-impl/src/main/java/com/liferay/portal/upgrade/internal/executor/UpgradeExecutor.java:@@ -91,21 +91,19 @@",file,noCloseEPath,try-with,no,java.io.OutputStream,,no,outputStream,modules/apps/portal/portal-upgrade-impl/src/main/java/com/liferay/portal/upgrade/internal/executor/UpgradeExecutor.java:94,local variable,38e24d76ef97105b3bab8d0038089daaadbfa8f5e1699f3e6ba16dfd831ab633,7fa13f78f443f0a6fd5fd8b6c974cfbb05560f359c664dbe463138dddd34de85,https://raw.githubusercontent.com/liferay/liferay-portal/70bcf0b008bfbb67c448e4e3b1573fe6080c4970/modules/apps/portal/portal-upgrade-impl/src/main/java/com/liferay/portal/upgrade/internal/executor/UpgradeExecutor.java,https://raw.githubusercontent.com/liferay/liferay-portal/c1ccea79a72d11cacdd69cf68367b582c16d35c5/modules/apps/portal/portal-upgrade-impl/src/main/java/com/liferay/portal/upgrade/internal/executor/UpgradeExecutor.java
672,liferay/liferay-portal,726240,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,1980,78,3502,111,341,78,"Liferay Portal is produced by the worldwide Liferay engineering team, and involves many hours of development, testing, writing documentation, and working with the wider Liferay community of customers, partners, and open source developers. We are glad you have chosen Liferay Portal, and hope that it meets or exceeds your expectations!",https://github.com/liferay/liferay-portal/commit/b3ccbb7c238942c292082dcece4ad449ce19da13,2018-03-07T23:07:28Z,2018-03-08T21:56:25Z,441,507,modules/sdk/ant-bnd/src/main/java/com/liferay/ant/bnd/Baseline.java:generatePackageInfo,"modules/sdk/ant-bnd/src/main/java/com/liferay/ant/bnd/Baseline.java@@ -470,14 +470,13 @@",file,noCloseEPath,try-with,no,java.io.FileOutputStream,,no,fileOutputStream,modules/sdk/ant-bnd/src/main/java/com/liferay/ant/bnd/Baseline.java:473,local variable,244f6a07243e30b0bac12f5b0c3c37f0bc9f94e70130122e107a7a5b860fcca4,568a80a3e8aaadaf4636bc43d0190cf496f23b1dafc8aab3939773fa355a0eaf,https://raw.githubusercontent.com/liferay/liferay-portal/ce73246cedb12401b853b274b0885715563e564f/modules/sdk/ant-bnd/src/main/java/com/liferay/ant/bnd/Baseline.java,https://raw.githubusercontent.com/liferay/liferay-portal/b3ccbb7c238942c292082dcece4ad449ce19da13/modules/sdk/ant-bnd/src/main/java/com/liferay/ant/bnd/Baseline.java
673,liferay/liferay-portal,726240,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,1980,78,3502,111,341,78,"Liferay Portal is produced by the worldwide Liferay engineering team, and involves many hours of development, testing, writing documentation, and working with the wider Liferay community of customers, partners, and open source developers. We are glad you have chosen Liferay Portal, and hope that it meets or exceeds your expectations!",https://github.com/liferay/liferay-portal/commit/1fce7a88f316aa2f3c672d0994dffb011d7ec727,2017-09-28T23:16:32Z,2017-09-28T23:41:31Z,250,451,modules/apps/collaboration/message-boards/message-boards-service/src/main/java/com/liferay/message/boards/internal/exportimport/data/handler/MBMessageStagedModelDataHandler.java:doImportStagedModel,"modules/apps/collaboration/message-boards/message-boards-service/src/main/java/com/liferay/message/boards/internal/exportimport/data/handler/MBMessageStagedModelDataHandler.java@@ -434,16 +434,11 @@",file,noCloseEPath,try-with,no,java.io.InputStream,,no,inputStream,modules/apps/collaboration/message-boards/message-boards-service/src/main/java/com/liferay/message/boards/internal/exportimport/data/handler/MBMessageStagedModelDataHandler.java:437,local variable,f0be13dd3edcf9c19a6ca5c1b577df7ac785d9cb3a215c88d2740b840015d22c,49d9f48d87c9eb89b0f4f389c6a45b09bdd5e3b326b60501284f81c9714f0f4e,https://raw.githubusercontent.com/liferay/liferay-portal/6156dc43fd3beecd032746703121d2a017e1c19d/modules/apps/collaboration/message-boards/message-boards-service/src/main/java/com/liferay/message/boards/internal/exportimport/data/handler/MBMessageStagedModelDataHandler.java,https://raw.githubusercontent.com/liferay/liferay-portal/1fce7a88f316aa2f3c672d0994dffb011d7ec727/modules/apps/collaboration/message-boards/message-boards-service/src/main/java/com/liferay/message/boards/internal/exportimport/data/handler/MBMessageStagedModelDataHandler.java
674,liferay/liferay-portal,726240,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,1980,78,3502,111,341,78,"Liferay Portal is produced by the worldwide Liferay engineering team, and involves many hours of development, testing, writing documentation, and working with the wider Liferay community of customers, partners, and open source developers. We are glad you have chosen Liferay Portal, and hope that it meets or exceeds your expectations!",https://github.com/liferay/liferay-portal/commit/1fce7a88f316aa2f3c672d0994dffb011d7ec727,2017-09-28T23:16:32Z,2017-09-28T23:41:31Z,124,269,modules/apps/collaboration/message-boards/message-boards-service/src/main/java/com/liferay/message/boards/internal/pop/MessageListenerImpl.java:deliver,"modules/apps/collaboration/message-boards/message-boards-service/src/main/java/com/liferay/message/boards/internal/pop/MessageListenerImpl.java@@ -249,16 +249,11 @@",file,noCloseEPath,try-with,no,java.io.InputStream,,no,inputStream,modules/apps/collaboration/message-boards/message-boards-service/src/main/java/com/liferay/message/boards/internal/pop/MessageListenerImpl.java:252,local variable,1dab39a4c9cdaddb6f786a3559ee1d574b3a1875ab0e1d2657f476a634c53abe,8b3e167a787b8159258f0bf490ddf0d7145fb0ae5380873f4d41304522225c12,https://raw.githubusercontent.com/liferay/liferay-portal/6156dc43fd3beecd032746703121d2a017e1c19d/modules/apps/collaboration/message-boards/message-boards-service/src/main/java/com/liferay/message/boards/internal/pop/MessageListenerImpl.java,https://raw.githubusercontent.com/liferay/liferay-portal/1fce7a88f316aa2f3c672d0994dffb011d7ec727/modules/apps/collaboration/message-boards/message-boards-service/src/main/java/com/liferay/message/boards/internal/pop/MessageListenerImpl.java
675,liferay/liferay-portal,726240,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,1980,78,3502,111,341,78,"Liferay Portal is produced by the worldwide Liferay engineering team, and involves many hours of development, testing, writing documentation, and working with the wider Liferay community of customers, partners, and open source developers. We are glad you have chosen Liferay Portal, and hope that it meets or exceeds your expectations!",https://github.com/liferay/liferay-portal/commit/1fce7a88f316aa2f3c672d0994dffb011d7ec727,2017-09-28T23:16:32Z,2017-09-28T23:41:31Z,369,557,modules/apps/collaboration/message-boards/message-boards-web/src/main/java/com/liferay/message/boards/web/internal/portlet/action/EditMessageMVCActionCommand.java:updateMessage,"modules/apps/collaboration/message-boards/message-boards-web/src/main/java/com/liferay/message/boards/web/internal/portlet/action/EditMessageMVCActionCommand.java@@ -540,16 +540,11 @@",file,noCloseEPath,try-with,no,java.io.InputStream,,no,inputStream,modules/apps/collaboration/message-boards/message-boards-web/src/main/java/com/liferay/message/boards/web/internal/portlet/action/EditMessageMVCActionCommand.java:543,local variable,7d484ec4c7f74f6e0e71689267933466fd5aac330cb1c1f6c5ab3277f3996a8c,5bced3776756cbc447717b120029ae4d0dbbaafd200f8aeeea9b48ad68d37458,https://raw.githubusercontent.com/liferay/liferay-portal/6156dc43fd3beecd032746703121d2a017e1c19d/modules/apps/collaboration/message-boards/message-boards-web/src/main/java/com/liferay/message/boards/web/internal/portlet/action/EditMessageMVCActionCommand.java,https://raw.githubusercontent.com/liferay/liferay-portal/1fce7a88f316aa2f3c672d0994dffb011d7ec727/modules/apps/collaboration/message-boards/message-boards-web/src/main/java/com/liferay/message/boards/web/internal/portlet/action/EditMessageMVCActionCommand.java
676,liferay/liferay-portal,726240,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,1980,78,3502,111,341,78,"Liferay Portal is produced by the worldwide Liferay engineering team, and involves many hours of development, testing, writing documentation, and working with the wider Liferay community of customers, partners, and open source developers. We are glad you have chosen Liferay Portal, and hope that it meets or exceeds your expectations!",https://github.com/liferay/liferay-portal/commit/1fce7a88f316aa2f3c672d0994dffb011d7ec727,2017-09-28T23:16:32Z,2017-09-28T23:41:31Z,336,456,modules/apps/collaboration/wiki/wiki-service/src/main/java/com/liferay/wiki/importer/impl/mediawiki/MediaWikiImporter.java:processImages,"modules/apps/collaboration/wiki/wiki-service/src/main/java/com/liferay/wiki/importer/impl/mediawiki/MediaWikiImporter.java@@ -433,16 +433,11 @@",file,noCloseEPath,try-with,no,java.io.InputStream,,no,inputStream,modules/apps/collaboration/wiki/wiki-service/src/main/java/com/liferay/wiki/importer/impl/mediawiki/MediaWikiImporter.java:436,local variable,981a3c0584f56cee73db7e0eb6ae4c113ebedfe7253cf5e5291cf04c698003d9,817396e256da70258d5db6e32bba57363433ebe1ba631446a11982173bb0ebd2,https://raw.githubusercontent.com/liferay/liferay-portal/6156dc43fd3beecd032746703121d2a017e1c19d/modules/apps/collaboration/wiki/wiki-service/src/main/java/com/liferay/wiki/importer/impl/mediawiki/MediaWikiImporter.java,https://raw.githubusercontent.com/liferay/liferay-portal/1fce7a88f316aa2f3c672d0994dffb011d7ec727/modules/apps/collaboration/wiki/wiki-service/src/main/java/com/liferay/wiki/importer/impl/mediawiki/MediaWikiImporter.java
677,liferay/liferay-portal,726240,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,1980,78,3502,111,341,78,"Liferay Portal is produced by the worldwide Liferay engineering team, and involves many hours of development, testing, writing documentation, and working with the wider Liferay community of customers, partners, and open source developers. We are glad you have chosen Liferay Portal, and hope that it meets or exceeds your expectations!",https://github.com/liferay/liferay-portal/commit/1fce7a88f316aa2f3c672d0994dffb011d7ec727,2017-09-28T23:16:32Z,2017-09-28T23:41:31Z,47,113,modules/apps/collaboration/wiki/wiki-web/src/main/java/com/liferay/wiki/web/internal/WikiAttachmentsHelper.java:addAttachments,"modules/apps/collaboration/wiki/wiki-web/src/main/java/com/liferay/wiki/web/internal/WikiAttachmentsHelper.java@@ -96,16 +96,11 @@",file,noCloseEPath,try-with,no,java.io.InputStream,,no,inputStream,modules/apps/collaboration/wiki/wiki-web/src/main/java/com/liferay/wiki/web/internal/WikiAttachmentsHelper.java:99,local variable,51252ca04adeb99ce61bf5e7f9873c78a53eac7ca4a0808c5ab3cbb178eee93a,ebd3b0cd731b1b27e470e84cf941e00a1d117d3afa69ad63eb284a401a87a94f,https://raw.githubusercontent.com/liferay/liferay-portal/6156dc43fd3beecd032746703121d2a017e1c19d/modules/apps/collaboration/wiki/wiki-web/src/main/java/com/liferay/wiki/web/internal/WikiAttachmentsHelper.java,https://raw.githubusercontent.com/liferay/liferay-portal/1fce7a88f316aa2f3c672d0994dffb011d7ec727/modules/apps/collaboration/wiki/wiki-web/src/main/java/com/liferay/wiki/web/internal/WikiAttachmentsHelper.java
678,liferay/liferay-portal,726240,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,1980,78,3502,111,341,78,"Liferay Portal is produced by the worldwide Liferay engineering team, and involves many hours of development, testing, writing documentation, and working with the wider Liferay community of customers, partners, and open source developers. We are glad you have chosen Liferay Portal, and hope that it meets or exceeds your expectations!",https://github.com/liferay/liferay-portal/commit/1fce7a88f316aa2f3c672d0994dffb011d7ec727,2017-09-28T23:16:32Z,2017-09-28T23:41:31Z,222,299,modules/apps/social-private-messaging/social-private-messaging-web/src/main/java/com/liferay/social/privatemessaging/web/internal/portlet/PrivateMessagingPortlet.java:sendMessage,"modules/apps/social-private-messaging/social-private-messaging-web/src/main/java/com/liferay/social/privatemessaging/web/internal/portlet/PrivateMessagingPortlet.java@@ -280,16 +280,11 @@",file,noCloseEPath,try-with,no,java.io.InputStream,,no,inputStream,modules/apps/social-private-messaging/social-private-messaging-web/src/main/java/com/liferay/social/privatemessaging/web/internal/portlet/PrivateMessagingPortlet.java:283,local variable,d73c4e4573008615006eb5b7114e377d1ebdfde561047e60c2f4f339a5856137,eaa4f251d9201ccccc312c004e48aafee2270efb3ed7645aed51bfa145b15eac,https://raw.githubusercontent.com/liferay/liferay-portal/6156dc43fd3beecd032746703121d2a017e1c19d/modules/apps/social-private-messaging/social-private-messaging-web/src/main/java/com/liferay/social/privatemessaging/web/internal/portlet/PrivateMessagingPortlet.java,https://raw.githubusercontent.com/liferay/liferay-portal/1fce7a88f316aa2f3c672d0994dffb011d7ec727/modules/apps/social-private-messaging/social-private-messaging-web/src/main/java/com/liferay/social/privatemessaging/web/internal/portlet/PrivateMessagingPortlet.java
679,liferay/liferay-portal,726240,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,1980,78,3502,111,341,78,"Liferay Portal is produced by the worldwide Liferay engineering team, and involves many hours of development, testing, writing documentation, and working with the wider Liferay community of customers, partners, and open source developers. We are glad you have chosen Liferay Portal, and hope that it meets or exceeds your expectations!",https://github.com/liferay/liferay-portal/commit/1fce7a88f316aa2f3c672d0994dffb011d7ec727,2017-09-28T23:16:32Z,2017-09-28T23:41:31Z,149,271,portal-impl/src/com/liferay/portlet/messageboards/messaging/MailingListMessageListener.java:processMessage,"portal-impl/src/com/liferay/portlet/messageboards/messaging/MailingListMessageListener.java@@ -254,16 +254,11 @@",file,noCloseEPath,try-with,no,java.io.InputStream,,no,inputStream,portal-impl/src/com/liferay/portlet/messageboards/messaging/MailingListMessageListener.java:257,local variable,67642fb32dbe57c8b30e955c5e06f40ac566e7e3553bbfb0e1cdaf6d896db4d5,9d801c3e30a2412a0cc96427d82724ecbfb2ca8d79fe41784899b411334f7672,https://raw.githubusercontent.com/liferay/liferay-portal/6156dc43fd3beecd032746703121d2a017e1c19d/portal-impl/src/com/liferay/portlet/messageboards/messaging/MailingListMessageListener.java,https://raw.githubusercontent.com/liferay/liferay-portal/1fce7a88f316aa2f3c672d0994dffb011d7ec727/portal-impl/src/com/liferay/portlet/messageboards/messaging/MailingListMessageListener.java
680,liferay/liferay-portal,726240,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,1980,78,3502,111,341,78,"Liferay Portal is produced by the worldwide Liferay engineering team, and involves many hours of development, testing, writing documentation, and working with the wider Liferay community of customers, partners, and open source developers. We are glad you have chosen Liferay Portal, and hope that it meets or exceeds your expectations!",https://github.com/liferay/liferay-portal/commit/33bd5d50c7d79bc2bbead3af6020c5a63bb356ba,2014-10-14T01:55:20Z,2017-05-22T23:22:37Z,31,37,portal-impl/src/com/liferay/portal/deploy/auto/ThreadSafeAutoDeployer.java:autoDeploy,"portal-impl/src/com/liferay/portal/deploy/auto/ThreadSafeAutoDeployer.java@@ -31,16 +33,26 @@ ",file,noCloseRPath,try-with,no,,com.liferay.portal.kernel.deploy.auto.AutoDeployer,no,cloneAutoDeployer,portal-impl/src/com/liferay/portal/deploy/auto/ThreadSafeAutoDeployer.java:34,local variable,47a153209ee976cda54013afe9ff291c4f1f60fd15c67ef6040ec3464d405a06,3825f48669d9e5cab5c99d052619a3ed8584115f76ca5feb3c3893c88252a3d0,https://raw.githubusercontent.com/liferay/liferay-portal/825b88f9ecce701f8e85636ae5faf5b88c00eb95/portal-impl/src/com/liferay/portal/deploy/auto/ThreadSafeAutoDeployer.java,https://raw.githubusercontent.com/liferay/liferay-portal/33bd5d50c7d79bc2bbead3af6020c5a63bb356ba/portal-impl/src/com/liferay/portal/deploy/auto/ThreadSafeAutoDeployer.java
681,liferay/liferay-portal,726240,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,1980,78,3502,111,341,78,"Liferay Portal is produced by the worldwide Liferay engineering team, and involves many hours of development, testing, writing documentation, and working with the wider Liferay community of customers, partners, and open source developers. We are glad you have chosen Liferay Portal, and hope that it meets or exceeds your expectations!",https://github.com/liferay/liferay-portal/commit/af7219ec73e5dadf2e45cd3abc22acf0788558ca,2015-12-16T00:11:52Z,2015-12-16T00:16:28Z,79,163,modules/portal/portal-servlet-jsp-compiler/src/main/java/com/liferay/portal/servlet/jsp/compiler/internal/JspCompiler.java:compile,"modules/portal/portal-servlet-jsp-compiler/src/main/java/com/liferay/portal/servlet/jsp/compiler/internal/JspCompiler.java@@ -123,29 +123,27 @@",file,noCloseEPath,try-with,no,javax.tools.JavaFileManager,,no,javaFileManager,modules/portal/portal-servlet-jsp-compiler/src/main/java/com/liferay/portal/servlet/jsp/compiler/internal/JspCompiler.java:126,local variable,9364e725a5f4328fd4db8e4c40f5d9a65c83b27404bdf26b6eaf35779d809d5c,5ae2f6b2fb17b8d4afda197e8e451efa85c03e96861bf45cd8bffc2ed6ea74e3,https://raw.githubusercontent.com/liferay/liferay-portal/b971d3ccba95828c7d558ee18d244c7def821bd5/modules/portal/portal-servlet-jsp-compiler/src/main/java/com/liferay/portal/servlet/jsp/compiler/internal/JspCompiler.java,https://raw.githubusercontent.com/liferay/liferay-portal/af7219ec73e5dadf2e45cd3abc22acf0788558ca/modules/portal/portal-servlet-jsp-compiler/src/main/java/com/liferay/portal/servlet/jsp/compiler/internal/JspCompiler.java
682,liferay/liferay-portal,726240,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,1980,78,3502,111,341,78,"Liferay Portal is produced by the worldwide Liferay engineering team, and involves many hours of development, testing, writing documentation, and working with the wider Liferay community of customers, partners, and open source developers. We are glad you have chosen Liferay Portal, and hope that it meets or exceeds your expectations!",https://github.com/liferay/liferay-portal/commit/e6b33ff0b2f0403626d65e4ca07afc086fbdcae9,2015-11-12T18:28:07Z,2015-11-12T18:29:37Z,474,546,portal-impl/src/com/liferay/portal/upgrade/util/Table.java:populateTable,"portal-impl/src/com/liferay/portal/upgrade/util/Table.java@@ -476,14 +476,10",file,noCloseEPath,try-with,no,,com.liferay.portal.kernel.io.unsync.UnsyncBufferedReader,no,unsyncBufferedReader,portal-impl/src/com/liferay/portal/upgrade/util/Table.java:481,local variable,28e5bc3e0eb2bc260006b7db7a23eed9f334b5b621ae2b776c6e7114d47cc89c,4d1b6d35a53f9347789985fea2ad72519ba9f0a58a34c073ef375f28fc7fa012,https://raw.githubusercontent.com/liferay/liferay-portal/de04de90e90a69d3a1c92d5b29d92ef2b5e35ef4/portal-impl/src/com/liferay/portal/upgrade/util/Table.java,https://raw.githubusercontent.com/liferay/liferay-portal/e6b33ff0b2f0403626d65e4ca07afc086fbdcae9/portal-impl/src/com/liferay/portal/upgrade/util/Table.java
683,liferay/liferay-portal,726240,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,1980,78,3502,111,341,78,"Liferay Portal is produced by the worldwide Liferay engineering team, and involves many hours of development, testing, writing documentation, and working with the wider Liferay community of customers, partners, and open source developers. We are glad you have chosen Liferay Portal, and hope that it meets or exceeds your expectations!",https://github.com/liferay/liferay-portal/commit/e996b9437cc17540d24e9ce7e85a29716b1031aa,2012-06-24T12:34:28Z,2012-07-20T08:31:01Z,151,172,portal-impl/src/com/liferay/portal/freemarker/FreeMarkerTemplate.java:processTemplate,"portal-impl/src/com/liferay/portal/freemarker/FreeMarkerTemplate.java@@ -62,120 +56,86 @@",file,noCloseRPath,CloseInFinally,no,java.io.Reader,,no,reader ,portal-impl/src/com/liferay/portal/freemarker/FreeMarkerTemplate.java:159,local variable,9229dd8c5b1c89cb0f39b964a4237870909462dde140180294b69357889354dc,538dbae912dfafc4ad2571fd9ff5a7fa31f439753e79eceec7fd67727b2725b3,https://raw.githubusercontent.com/liferay/liferay-portal/6ca6770a192493881e0f88180a5a09b75361a4ef/portal-impl/src/com/liferay/portal/freemarker/FreeMarkerTemplate.java,https://raw.githubusercontent.com/liferay/liferay-portal/e996b9437cc17540d24e9ce7e85a29716b1031aa/portal-impl/src/com/liferay/portal/freemarker/FreeMarkerTemplate.java
684,liferay/liferay-portal,726240,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,1980,78,3502,111,341,78,"Liferay Portal is produced by the worldwide Liferay engineering team, and involves many hours of development, testing, writing documentation, and working with the wider Liferay community of customers, partners, and open source developers. We are glad you have chosen Liferay Portal, and hope that it meets or exceeds your expectations!",https://github.com/liferay/liferay-portal/commit/b589c4d36269f5f9a2ee3e109089de3831120312,2016-09-12T01:20:54Z,2016-09-16T07:00:57Z,311,569,modules/apps/collaboration/document-library/document-library-service/src/main/java/com/liferay/document/library/internal/exportimport/data/handler/FileEntryStagedModelDataHandler.java:doImportStagedModel,"modules/apps/collaboration/document-library/document-library-service/src/main/java/com/liferay/document/library/internal/exportimport/data/handler/FileEntryStagedModelDataHandler.java@@ -347,225 +347,244 @@",file,noCloseEPath,CloseInFinally,no,java.io.InputStream ,,no,is,modules/apps/collaboration/document-library/document-library-service/src/main/java/com/liferay/document/library/internal/exportimport/data/handler/FileEntryStagedModelDataHandler.java:354,local variable,a4eeff86eef05d08a5b357577486c1125db186a242a7ddca8aa14f0b3b0a9df7,9293866803553f425be2f1f57afbd8d3724bb71afa67b141af63698e4994388e,https://raw.githubusercontent.com/liferay/liferay-portal/ebdc8d26c447a283173af8c4582c33abbaca1e1f/modules/apps/collaboration/document-library/document-library-service/src/main/java/com/liferay/document/library/internal/exportimport/data/handler/FileEntryStagedModelDataHandler.java,https://raw.githubusercontent.com/liferay/liferay-portal/b589c4d36269f5f9a2ee3e109089de3831120312/modules/apps/collaboration/document-library/document-library-service/src/main/java/com/liferay/document/library/internal/exportimport/data/handler/FileEntryStagedModelDataHandler.java
685,liferay/liferay-portal,726240,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,1980,78,3502,111,341,78,"Liferay Portal is produced by the worldwide Liferay engineering team, and involves many hours of development, testing, writing documentation, and working with the wider Liferay community of customers, partners, and open source developers. We are glad you have chosen Liferay Portal, and hope that it meets or exceeds your expectations!",https://github.com/liferay/liferay-portal/commit/2d5a81d1d9485c61762c796392965bee28edb683,2009-07-15T17:59:06Z,2009-07-16T17:47:49Z,161,232,portal-impl/src/com/liferay/portal/upgrade/v5_3_0/UpgradeAsset.java:copyEntriesToCategories,"portal-impl/src/com/liferay/portal/upgrade/v5_3_0/UpgradeAsset.java:@@ -209,6 +155,8 @@",socket,noCloseRPath,CloseOnRPath,no,java.sql.PreparedStatement,,no,ps,portal-impl/src/com/liferay/portal/upgrade/v5_3_0/UpgradeAsset.java:191,local variable,f25f7fbe8c79dbbd80ca6f85402b9abc7170f48edc1456d92d5efce15dae6d2c,4ec6a337229087e873926fcd70e1e2089b70b9572b16be52fa5b039c64a5b42d,https://raw.githubusercontent.com/liferay/liferay-portal/95595a2bb2c39105b896a36a59385a7500b30549/portal-impl/src/com/liferay/portal/upgrade/v5_3_0/UpgradeAsset.java,https://raw.githubusercontent.com/liferay/liferay-portal/2d5a81d1d9485c61762c796392965bee28edb683/portal-impl/src/com/liferay/portal/upgrade/v5_3_0/UpgradeAsset.java
686,LINBIT/linstor-server,4458,2018-01-12T14:34:27Z,2023-05-23T10:46:57Z,698,123,56,97,16,1,"High Performance Software-Defined Block Storage for container, cloud and virtualisation. Fully integrated with Docker, Kubernetes, Openstack, Proxmox etc.",https://github.com/LINBIT/linstor-server/commit/5ee25940a26390703ccf092e3223d123a13be906,2017-09-13T11:33:19Z,2017-09-27T09:30:13Z,73,102,src/com/linbit/drbdmanage/propscon/PropsConDerbyDriver.java:persistImpl,"src/com/linbit/drbdmanage/propscon/PropsConDerbyDriver.java@@ -72,104 +72,131 @@",socket,noCloseEPath,try-with,no,"java.sql.PreparedStatement,java.sql.ResultSet",,no,"stmt,resultSet","src/com/linbit/drbdmanage/propscon/PropsConDerbyDriver.java:75,85",local variable,b25eecbb2508934a1b5ddd5601b8d0de8da09f09793a8d0e61533c661c5f65d0,1be2f155f8754636c4ebb2c3de0c648b22489708a964b1f0cfc5c29e481269b4,https://raw.githubusercontent.com/LINBIT/linstor-server/6b699208b1b9981e0a45341b08d9770b7dbbaec3/src/com/linbit/drbdmanage/propscon/PropsConDerbyDriver.java,https://raw.githubusercontent.com/LINBIT/linstor-server/5ee25940a26390703ccf092e3223d123a13be906/src/com/linbit/drbdmanage/propscon/PropsConDerbyDriver.java
687,LINBIT/linstor-server,4458,2018-01-12T14:34:27Z,2023-05-23T10:46:57Z,698,123,56,97,16,1,"High Performance Software-Defined Block Storage for container, cloud and virtualisation. Fully integrated with Docker, Kubernetes, Openstack, Proxmox etc.",https://github.com/LINBIT/linstor-server/commit/62b53c36bcecb9a56eb4df90c00759ff05600023,2017-09-28T08:27:16Z,2017-09-28T08:55:52Z,105 ,116 ,src/com/linbit/drbdmanage/security/ObjectProtectionDerbyDriver.java:insertOp,"src/com/linbit/drbdmanage/VolumeDefinitionDataDerbyDriver.java:@@ -114,43 +114,35 @@ ",socket,noCloseEPath,try-with,no,java.sql.PreparedStatement,,no,stmt,src/com/linbit/drbdmanage/security/ObjectProtectionDerbyDriver.java:107,local variable,0ffd04ca851c16ca7c824ce22227fceebd40d4770e3e483c022eedb3fc50bf0f,8e4a233b6849e0279690ace39fc811d9d4106bb053e9e0a41e698dadc92d2d82,https://raw.githubusercontent.com/LINBIT/linstor-server/54f7ae44ef5b61e166362c757b9147b62a1106e0/src/com/linbit/drbdmanage/security/ObjectProtectionDerbyDriver.java,https://raw.githubusercontent.com/LINBIT/linstor-server/62b53c36bcecb9a56eb4df90c00759ff05600023/src/com/linbit/drbdmanage/security/ObjectProtectionDerbyDriver.java
